"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","231","test_market_order[Sell]","tests","Sat May 03 14:25:19 GMT 2025","passed","Sat May 03 14:25:19 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","7527","test_open_and_cancel_tp_sl_order[Buy]","tests","Sat May 03 14:25:19 GMT 2025","passed","Sat May 03 14:25:27 GMT 2025","","integration_test","",""
"Тест функции расчета среднего объема avg_volume","0","test_avg_volume","tests","Sat May 03 14:25:19 GMT 2025","passed","Sat May 03 14:25:19 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","1","test_tp_sl_order_mock","tests","Sat May 03 14:25:16 GMT 2025","passed","Sat May 03 14:25:16 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения тренда на разных таймфреймах","119","test_determine_trend","tests","Sat May 03 14:25:26 GMT 2025","passed","Sat May 03 14:25:26 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","231","test_find_imbalance","tests","Sat May 03 14:25:19 GMT 2025","passed","Sat May 03 14:25:19 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции проверки объемов check_volumes","395","test_check_volumes","tests","Sat May 03 14:25:18 GMT 2025","passed","Sat May 03 14:25:18 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции расчета среднего объема avg_volume","0","test_avg_volume","tests","Sat May 03 14:25:19 GMT 2025","passed","Sat May 03 14:25:19 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","1","test_find_tp_sl_order_mock","tests","Sat May 03 14:25:17 GMT 2025","passed","Sat May 03 14:25:17 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","458","test_limit_order[Buy]","tests","Sat May 03 14:25:17 GMT 2025","passed","Sat May 03 14:25:17 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","233","test_find_imbalance","tests","Sat May 03 14:25:19 GMT 2025","passed","Sat May 03 14:25:19 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","7044","test_open_and_cancel_tp_sl_order[Sell]","tests","Sat May 03 14:25:27 GMT 2025","passed","Sat May 03 14:25:35 GMT 2025","","integration_test","",""
"","664","test_get_current_price_of_coin","tests","Sat May 03 14:25:17 GMT 2025","passed","Sat May 03 14:25:18 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения тренда на разных таймфреймах","177","test_detect_trend","tests","Sat May 03 14:25:18 GMT 2025","passed","Sat May 03 14:25:19 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","458","test_limit_order[Sell]","tests","Sat May 03 14:25:18 GMT 2025","passed","Sat May 03 14:25:19 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","228","test_market_order[Buy]","tests","Sat May 03 14:25:17 GMT 2025","passed","Sat May 03 14:25:17 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","6627","test_find_tp_sl_order","tests","Sat May 03 14:25:19 GMT 2025","passed","Sat May 03 14:25:26 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","464","test_limits","tests","Sat May 03 14:25:16 GMT 2025","passed","Sat May 03 14:25:17 GMT 2025","TestSpotOrders","SpotOrders_test","",""
