coin,side,order_id_buy,order_id_sell,money_buy,tax_buy,money_sell,tax_sell,status,time_sell,time_close,time_in_deal

ETHUSDT,Buy,1888163542985870592,1888163542985870595,49.983,0.05,0.0,0.0,Filled,2025-02-17 23:03:54,0,0
