"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест функции расчета среднего объема avg_volume","0","test_avg_volume","tests","Wed May 14 14:09:34 GMT 2025","passed","Wed May 14 14:09:34 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_get_current_price_of_coin","tests","Wed May 14 14:09:14 GMT 2025","broken","Wed May 14 14:09:14 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения тренда на разных таймфреймах","103","test_determine_trend","tests","Wed May 14 14:09:34 GMT 2025","passed","Wed May 14 14:09:34 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","239","test_find_imbalance","tests","Wed May 14 14:09:54 GMT 2025","broken","Wed May 14 14:09:54 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_find_tp_sl_order_mock","tests","Wed May 14 14:09:14 GMT 2025","broken","Wed May 14 14:09:14 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения тренда на разных таймфреймах","116","test_detect_trend","tests","Wed May 14 14:09:34 GMT 2025","passed","Wed May 14 14:09:34 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","40","test_find_imbalance","tests","Wed May 14 14:09:34 GMT 2025","broken","Wed May 14 14:09:34 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_limit_order[Sell]","tests","Wed May 14 14:09:14 GMT 2025","broken","Wed May 14 14:09:14 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_open_and_cancel_tp_sl_order[Sell]","tests","Wed May 14 14:09:34 GMT 2025","broken","Wed May 14 14:09:34 GMT 2025","","integration_test","",""
"Тест функции проверки объемов check_volumes","46","test_check_volumes","tests","Wed May 14 14:09:34 GMT 2025","passed","Wed May 14 14:09:34 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_market_order[Sell]","tests","Wed May 14 14:09:14 GMT 2025","broken","Wed May 14 14:09:14 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_open_and_cancel_tp_sl_order[Buy]","tests","Wed May 14 14:09:34 GMT 2025","broken","Wed May 14 14:09:34 GMT 2025","","integration_test","",""
"","0","test_limit_order[Buy]","tests","Wed May 14 14:08:53 GMT 2025","broken","Wed May 14 14:08:53 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_find_tp_sl_order","tests","Wed May 14 14:09:34 GMT 2025","broken","Wed May 14 14:09:34 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_tp_sl_order_mock","tests","Wed May 14 14:08:53 GMT 2025","broken","Wed May 14 14:08:53 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции расчета среднего объема avg_volume","0","test_avg_volume","tests","Wed May 14 14:09:34 GMT 2025","passed","Wed May 14 14:09:34 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_market_order[Buy]","tests","Wed May 14 14:08:53 GMT 2025","broken","Wed May 14 14:08:53 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","8","test_find_imbalance","tests","Wed May 14 14:09:34 GMT 2025","broken","Wed May 14 14:09:34 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_limits","tests","Wed May 14 14:08:53 GMT 2025","broken","Wed May 14 14:08:53 GMT 2025","TestSpotOrders","SpotOrders_test","",""
