"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_market_order[Sell]","tests","Sat Aug 23 17:20:15 GMT 2025","broken","Sat Aug 23 17:20:15 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_limit_order[Buy]","tests","Sat Aug 23 17:19:55 GMT 2025","broken","Sat Aug 23 17:19:55 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_open_and_cancel_tp_sl_order[Buy]","tests","Sat Aug 23 17:20:35 GMT 2025","broken","Sat Aug 23 17:20:35 GMT 2025","","integration_test","",""
"","0","test_find_tp_sl_order","tests","Sat Aug 23 17:20:35 GMT 2025","broken","Sat Aug 23 17:20:35 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения тренда на разных таймфреймах","201","test_detect_trend","tests","Sat Aug 23 17:20:55 GMT 2025","passed","Sat Aug 23 17:20:55 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","86","test_find_imbalance","tests","Sat Aug 23 17:20:35 GMT 2025","broken","Sat Aug 23 17:20:35 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции для определения тренда на разных таймфреймах","75","test_determine_trend","tests","Sat Aug 23 17:20:35 GMT 2025","passed","Sat Aug 23 17:20:35 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции расчета среднего объема avg_volume","0","test_avg_volume","tests","Sat Aug 23 17:20:35 GMT 2025","passed","Sat Aug 23 17:20:35 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции проверки объемов check_volumes","92","test_check_volumes","tests","Sat Aug 23 17:20:35 GMT 2025","passed","Sat Aug 23 17:20:35 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","83","test_find_imbalance","tests","Sat Aug 23 17:20:35 GMT 2025","broken","Sat Aug 23 17:20:35 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_limits","tests","Sat Aug 23 17:19:55 GMT 2025","broken","Sat Aug 23 17:19:55 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_get_current_price_of_coin","tests","Sat Aug 23 17:20:15 GMT 2025","broken","Sat Aug 23 17:20:15 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_market_order[Buy]","tests","Sat Aug 23 17:19:55 GMT 2025","broken","Sat Aug 23 17:19:55 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_limit_order[Sell]","tests","Sat Aug 23 17:20:15 GMT 2025","broken","Sat Aug 23 17:20:15 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_tp_sl_order_mock","tests","Sat Aug 23 17:19:55 GMT 2025","broken","Sat Aug 23 17:19:55 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_find_tp_sl_order_mock","tests","Sat Aug 23 17:20:15 GMT 2025","broken","Sat Aug 23 17:20:15 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции расчета среднего объема avg_volume","1","test_avg_volume","tests","Sat Aug 23 17:20:35 GMT 2025","passed","Sat Aug 23 17:20:35 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","4","test_find_imbalance","tests","Sat Aug 23 17:20:35 GMT 2025","broken","Sat Aug 23 17:20:35 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_open_and_cancel_tp_sl_order[Sell]","tests","Sat Aug 23 17:20:35 GMT 2025","broken","Sat Aug 23 17:20:35 GMT 2025","","integration_test","",""
