"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_find_tp_sl_order","tests","Thu May 22 17:26:14 GMT 2025","broken","Thu May 22 17:26:14 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции проверки объемов check_volumes","76","test_check_volumes","tests","Thu May 22 17:26:14 GMT 2025","passed","Thu May 22 17:26:14 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_limits","tests","Thu May 22 17:25:34 GMT 2025","broken","Thu May 22 17:25:34 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции расчета среднего объема avg_volume","0","test_avg_volume","tests","Thu May 22 17:26:14 GMT 2025","passed","Thu May 22 17:26:14 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции расчета среднего объема avg_volume","1","test_avg_volume","tests","Thu May 22 17:26:14 GMT 2025","passed","Thu May 22 17:26:14 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_limit_order[Sell]","tests","Thu May 22 17:25:54 GMT 2025","broken","Thu May 22 17:25:54 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","55","test_find_imbalance","tests","Thu May 22 17:26:14 GMT 2025","broken","Thu May 22 17:26:14 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_market_order[Sell]","tests","Thu May 22 17:25:54 GMT 2025","broken","Thu May 22 17:25:54 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","83","test_find_imbalance","tests","Thu May 22 17:26:34 GMT 2025","broken","Thu May 22 17:26:35 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_market_order[Buy]","tests","Thu May 22 17:25:34 GMT 2025","broken","Thu May 22 17:25:34 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_open_and_cancel_tp_sl_order[Buy]","tests","Thu May 22 17:26:15 GMT 2025","broken","Thu May 22 17:26:15 GMT 2025","","integration_test","",""
"Тест функции для определения тренда на разных таймфреймах","280","test_determine_trend","tests","Thu May 22 17:26:14 GMT 2025","passed","Thu May 22 17:26:15 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_tp_sl_order_mock","tests","Thu May 22 17:25:34 GMT 2025","broken","Thu May 22 17:25:34 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения тренда на разных таймфреймах","62","test_detect_trend","tests","Thu May 22 17:26:14 GMT 2025","passed","Thu May 22 17:26:14 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_limit_order[Buy]","tests","Thu May 22 17:25:34 GMT 2025","broken","Thu May 22 17:25:34 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","25","test_find_imbalance","tests","Thu May 22 17:26:14 GMT 2025","broken","Thu May 22 17:26:14 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_get_current_price_of_coin","tests","Thu May 22 17:25:54 GMT 2025","broken","Thu May 22 17:25:54 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_open_and_cancel_tp_sl_order[Sell]","tests","Thu May 22 17:26:15 GMT 2025","broken","Thu May 22 17:26:15 GMT 2025","","integration_test","",""
"","0","test_find_tp_sl_order_mock","tests","Thu May 22 17:25:54 GMT 2025","broken","Thu May 22 17:25:54 GMT 2025","TestSpotOrders","SpotOrders_test","",""
