"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_open_and_cancel_tp_sl_order[Sell]","tests","Tue Jul 22 11:50:46 GMT 2025","broken","Tue Jul 22 11:50:46 GMT 2025","","integration_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","276","test_find_imbalance","tests","Tue Jul 22 11:51:06 GMT 2025","broken","Tue Jul 22 11:51:07 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_find_tp_sl_order_mock","tests","Tue Jul 22 11:50:26 GMT 2025","broken","Tue Jul 22 11:50:26 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_open_and_cancel_tp_sl_order[Buy]","tests","Tue Jul 22 11:50:46 GMT 2025","broken","Tue Jul 22 11:50:46 GMT 2025","","integration_test","",""
"Тест функции для определения тренда на разных таймфреймах","43","test_detect_trend","tests","Tue Jul 22 11:50:46 GMT 2025","passed","Tue Jul 22 11:50:46 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_limit_order[Buy]","tests","Tue Jul 22 11:50:06 GMT 2025","broken","Tue Jul 22 11:50:06 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_market_order[Buy]","tests","Tue Jul 22 11:50:06 GMT 2025","broken","Tue Jul 22 11:50:06 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_limits","tests","Tue Jul 22 11:50:06 GMT 2025","broken","Tue Jul 22 11:50:06 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения тренда на разных таймфреймах","49","test_determine_trend","tests","Tue Jul 22 11:50:46 GMT 2025","passed","Tue Jul 22 11:50:46 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_find_tp_sl_order","tests","Tue Jul 22 11:50:46 GMT 2025","broken","Tue Jul 22 11:50:46 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","41","test_find_imbalance","tests","Tue Jul 22 11:50:46 GMT 2025","broken","Tue Jul 22 11:50:46 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции расчета среднего объема avg_volume","0","test_avg_volume","tests","Tue Jul 22 11:50:46 GMT 2025","passed","Tue Jul 22 11:50:46 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции расчета среднего объема avg_volume","1","test_avg_volume","tests","Tue Jul 22 11:50:46 GMT 2025","passed","Tue Jul 22 11:50:46 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","63","test_find_imbalance","tests","Tue Jul 22 11:50:46 GMT 2025","broken","Tue Jul 22 11:50:46 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_market_order[Sell]","tests","Tue Jul 22 11:50:26 GMT 2025","broken","Tue Jul 22 11:50:26 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_get_current_price_of_coin","tests","Tue Jul 22 11:50:26 GMT 2025","broken","Tue Jul 22 11:50:26 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_limit_order[Sell]","tests","Tue Jul 22 11:50:26 GMT 2025","broken","Tue Jul 22 11:50:26 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_tp_sl_order_mock","tests","Tue Jul 22 11:50:06 GMT 2025","broken","Tue Jul 22 11:50:06 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции проверки объемов check_volumes","47","test_check_volumes","tests","Tue Jul 22 11:50:46 GMT 2025","passed","Tue Jul 22 11:50:46 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
