"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест функции расчета среднего объема avg_volume","0","test_avg_volume","tests","Thu May 01 14:48:34 GMT 2025","passed","Thu May 01 14:48:34 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции расчета среднего объема avg_volume","0","test_avg_volume","tests","Thu May 01 14:48:34 GMT 2025","passed","Thu May 01 14:48:34 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции для определения тренда на разных таймфреймах","73","test_detect_trend","tests","Thu May 01 14:48:34 GMT 2025","passed","Thu May 01 14:48:34 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","226","test_market_order[Sell]","tests","Thu May 01 14:48:34 GMT 2025","passed","Thu May 01 14:48:34 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_tp_sl_order_mock","tests","Thu May 01 14:48:33 GMT 2025","passed","Thu May 01 14:48:33 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения тренда на разных таймфреймах","48","test_determine_trend","tests","Thu May 01 14:48:34 GMT 2025","passed","Thu May 01 14:48:34 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","1103","test_limits","tests","Thu May 01 14:48:33 GMT 2025","passed","Thu May 01 14:48:34 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции проверки объемов check_volumes","250","test_check_volumes","tests","Thu May 01 14:48:51 GMT 2025","passed","Thu May 01 14:48:51 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","384","test_find_imbalance","tests","Thu May 01 14:48:36 GMT 2025","passed","Thu May 01 14:48:36 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","470","test_limit_order[Buy]","tests","Thu May 01 14:48:34 GMT 2025","passed","Thu May 01 14:48:34 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","659","test_get_current_price_of_coin","tests","Thu May 01 14:48:35 GMT 2025","passed","Thu May 01 14:48:36 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","273","test_find_imbalance","tests","Thu May 01 14:48:34 GMT 2025","passed","Thu May 01 14:48:35 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","16836","test_find_tp_sl_order","tests","Thu May 01 14:48:34 GMT 2025","passed","Thu May 01 14:48:51 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","234","test_market_order[Buy]","tests","Thu May 01 14:48:33 GMT 2025","passed","Thu May 01 14:48:33 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","7482","test_open_and_cancel_tp_sl_order[Buy]","tests","Thu May 01 14:48:37 GMT 2025","passed","Thu May 01 14:48:44 GMT 2025","","integration_test","",""
"","7948","test_open_and_cancel_tp_sl_order[Sell]","tests","Thu May 01 14:48:36 GMT 2025","passed","Thu May 01 14:48:44 GMT 2025","","integration_test","",""
"","889","test_limit_order[Sell]","tests","Thu May 01 14:48:35 GMT 2025","passed","Thu May 01 14:48:36 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","1","test_find_tp_sl_order_mock","tests","Thu May 01 14:48:33 GMT 2025","passed","Thu May 01 14:48:33 GMT 2025","TestSpotOrders","SpotOrders_test","",""
